"id","fqdn/ip","port","severity","finding","cve","cwe"
"cipherorder_TLSv1_2","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
"cipher_order","quefairedemesobjets.ademe.fr/148.253.75.120","443","OK","server","",""
"FS","quefairedemesobjets.ademe.fr/148.253.75.120","443","OK","offered","",""
"FS_ciphers","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","quefairedemesobjets.ademe.fr/148.253.75.120","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","'server name/#0' 'max fragment length/#1' 'supported_groups/#10' 'EC point formats/#11' 'application layer protocol negotiation/#16' 'extended master secret/#23' 'session ticket/#35' 'supported versions/#43' 'key share/#51' 'renegotiation info/#65281'","",""
"TLS_session_ticket","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","valid for 300 seconds only (<daily)","",""
"SSL_sessionID_support","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","yes","",""
"sessionresumption_ticket","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","supported","",""
"sessionresumption_ID","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","not supported","",""
"TLS_timestamp","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","random","",""
"certificate_compression","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","none","",""
"clientAuth","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","none","",""
"cert_numbers","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","1","",""
"cert_signatureAlgorithm","quefairedemesobjets.ademe.fr/148.253.75.120","443","OK","SHA256 with RSA","",""
"cert_keySize","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","057D0122CE989A092E7C8F4A784A3C37D105","",""
"cert_serialNumberLen","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","18","",""
"cert_fingerprintSHA1","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","10F798349FBE739A90B9D8FC51CAACA7822CC5AD","",""
"cert_fingerprintSHA256","quefairedemesobjets.ademe.fr/148.253.75.120","443","INFO","02919CEE403226694F76FE952D0491DCEF9394A2A0E0B2FD903C29CFCBB34991","",""
